"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort"
"548","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",112,"Body Weight",36160,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"549","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",112,"Body Weight",35440,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"550","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",112,"Body Weight",40000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5511","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",112,"Body Weight",47460,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5521","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",112,"Body Weight",36750,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5531","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",112,"Body Weight",35650,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"554","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",112,"Body Weight",32810,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"555","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",112,"Body Weight",34720,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"556","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",112,"Body Weight",40330,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"557","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",112,"Body Weight",37210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"558","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",112,"Body Weight",41600,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"559","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",112,"Body Weight",38800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"560","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",112,"Body Weight",35700,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5611","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",112,"Body Weight",37350,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5621","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",112,"Body Weight",32670,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5631","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",112,"Body Weight",36410,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"564","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",112,"Body Weight",38810,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"565","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",112,"Body Weight",37690,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"566","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",112,"Body Weight",38290,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"567","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",112,"Body Weight",35840,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"568","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",112,"Body Weight",40120,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"569","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",112,"Body Weight",35380,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"570","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",112,"Body Weight",37510,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5711","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",112,"Body Weight",42310,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5721","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",112,"Body Weight",40270,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"5731","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",112,"Body Weight",34980,"fed","[<Treatment: Control Diet>]","Cohort 5"
"574","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",112,"Body Weight",32330,"fed","[<Treatment: Control Diet>]","Cohort 5"
"575","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",112,"Body Weight",37200,"fed","[<Treatment: Control Diet>]","Cohort 5"
"576","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",112,"Body Weight",35070,"fed","[<Treatment: Control Diet>]","Cohort 5"
"577","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",112,"Body Weight",34010,"fed","[<Treatment: Control Diet>]","Cohort 5"
"578","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",112,"Body Weight",35560,"fed","[<Treatment: Control Diet>]","Cohort 5"
"579","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",112,"Body Weight",33960,"fed","[<Treatment: Control Diet>]","Cohort 5"
"580","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",112,"Body Weight",37960,"fed","[<Treatment: Control Diet>]","Cohort 5"
"581","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",112,"Body Weight",35120,"fed","[<Treatment: Control Diet>]","Cohort 5"
"582","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",112,"Body Weight",34220,"fed","[<Treatment: Control Diet>]","Cohort 5"
"583","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",112,"Body Weight",33380,"fed","[<Treatment: Control Diet>]","Cohort 5"
"584","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",112,"Body Weight",34900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"585","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",112,"Body Weight",32810,"fed","[<Treatment: Control Diet>]","Cohort 5"
"586","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",112,"Body Weight",30770,"fed","[<Treatment: Control Diet>]","Cohort 5"
"587","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",112,"Body Weight",30230,"fed","[<Treatment: Control Diet>]","Cohort 5"
"588","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",112,"Body Weight",36340,"fed","[<Treatment: Control Diet>]","Cohort 5"
"589","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",112,"Body Weight",41530,"fed","[<Treatment: Control Diet>]","Cohort 5"
"590","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",112,"Body Weight",34730,"fed","[<Treatment: Control Diet>]","Cohort 5"
"591","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",112,"Body Weight",29220,"fed","[<Treatment: Control Diet>]","Cohort 5"
"592","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",112,"Body Weight",39910,"fed","[<Treatment: Control Diet>]","Cohort 5"
"593","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",126,"Body Weight",38800,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"594","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",126,"Body Weight",38250,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"595","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",126,"Body Weight",43210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"596","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",126,"Body Weight",48900,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"597","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",126,"Body Weight",40330,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"598","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",126,"Body Weight",40200,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"599","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",126,"Body Weight",35360,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"600","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",126,"Body Weight",39510,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"601","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",126,"Body Weight",44010,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"602","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",126,"Body Weight",41380,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"603","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",126,"Body Weight",45510,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"604","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",126,"Body Weight",40530,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"605","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",126,"Body Weight",38810,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"606","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",126,"Body Weight",39010,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"607","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",126,"Body Weight",34110,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"608","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",126,"Body Weight",39460,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"609","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",126,"Body Weight",42630,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"610","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",126,"Body Weight",39940,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"611","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",126,"Body Weight",40050,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"612","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",126,"Body Weight",38250,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"613","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",126,"Body Weight",43390,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"614","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",126,"Body Weight",38210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"615","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",126,"Body Weight",41520,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"616","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",126,"Body Weight",44420,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"617","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",126,"Body Weight",45500,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"618","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",126,"Body Weight",36950,"fed","[<Treatment: Control Diet>]","Cohort 5"
"619","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",126,"Body Weight",34750,"fed","[<Treatment: Control Diet>]","Cohort 5"
"620","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",126,"Body Weight",40650,"fed","[<Treatment: Control Diet>]","Cohort 5"
"621","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",126,"Body Weight",36660,"fed","[<Treatment: Control Diet>]","Cohort 5"
"622","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",126,"Body Weight",36340,"fed","[<Treatment: Control Diet>]","Cohort 5"
"623","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",126,"Body Weight",38450,"fed","[<Treatment: Control Diet>]","Cohort 5"
"624","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",126,"Body Weight",35740,"fed","[<Treatment: Control Diet>]","Cohort 5"
"625","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",126,"Body Weight",40220,"fed","[<Treatment: Control Diet>]","Cohort 5"
"626","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",126,"Body Weight",36920,"fed","[<Treatment: Control Diet>]","Cohort 5"
"627","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",126,"Body Weight",35600,"fed","[<Treatment: Control Diet>]","Cohort 5"
"628","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",126,"Body Weight",35270,"fed","[<Treatment: Control Diet>]","Cohort 5"
"629","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",126,"Body Weight",36210,"fed","[<Treatment: Control Diet>]","Cohort 5"
"630","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",126,"Body Weight",35550,"fed","[<Treatment: Control Diet>]","Cohort 5"
"631","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",126,"Body Weight",32900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"632","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",126,"Body Weight",32010,"fed","[<Treatment: Control Diet>]","Cohort 5"
"633","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",126,"Body Weight",37740,"fed","[<Treatment: Control Diet>]","Cohort 5"
"634","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",126,"Body Weight",42310,"fed","[<Treatment: Control Diet>]","Cohort 5"
"635","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",126,"Body Weight",35940,"fed","[<Treatment: Control Diet>]","Cohort 5"
"636","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",126,"Body Weight",31080,"fed","[<Treatment: Control Diet>]","Cohort 5"
"637","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",126,"Body Weight",41680,"fed","[<Treatment: Control Diet>]","Cohort 5"
"639","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",140,"Body Weight",42180,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"640","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",140,"Body Weight",42020,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"641","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",140,"Body Weight",46770,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"642","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",140,"Body Weight",50340,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"643","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",140,"Body Weight",40280,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"644","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",140,"Body Weight",42310,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"645","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",140,"Body Weight",36310,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"646","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",140,"Body Weight",40770,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"647","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",140,"Body Weight",40770,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"648","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",140,"Body Weight",45910,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"649","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",140,"Body Weight",44790,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"650","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",140,"Body Weight",48210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"651","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",140,"Body Weight",42670,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"652","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",140,"Body Weight",42000,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"653","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",140,"Body Weight",41420,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"654","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",140,"Body Weight",36030,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"655","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",140,"Body Weight",42430,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"656","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",140,"Body Weight",45180,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"657","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",140,"Body Weight",42490,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"658","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",140,"Body Weight",43220,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"659","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",140,"Body Weight",40880,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"660","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",140,"Body Weight",45620,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"661","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",140,"Body Weight",40690,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"662","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",140,"Body Weight",44280,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"663","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",140,"Body Weight",47770,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"664","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",140,"Body Weight",47030,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"665","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",140,"Body Weight",37670,"fed","[<Treatment: Control Diet>]","Cohort 5"
"666","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",140,"Body Weight",35760,"fed","[<Treatment: Control Diet>]","Cohort 5"
"667","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",140,"Body Weight",40880,"fed","[<Treatment: Control Diet>]","Cohort 5"
"668","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",140,"Body Weight",37050,"fed","[<Treatment: Control Diet>]","Cohort 5"
"669","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",140,"Body Weight",38480,"fed","[<Treatment: Control Diet>]","Cohort 5"
"670","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",140,"Body Weight",38210,"fed","[<Treatment: Control Diet>]","Cohort 5"
"671","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",140,"Body Weight",35510,"fed","[<Treatment: Control Diet>]","Cohort 5"
"672","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",140,"Body Weight",39410,"fed","[<Treatment: Control Diet>]","Cohort 5"
"673","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",140,"Body Weight",37230,"fed","[<Treatment: Control Diet>]","Cohort 5"
"674","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",140,"Body Weight",35000,"fed","[<Treatment: Control Diet>]","Cohort 5"
"675","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",140,"Body Weight",35110,"fed","[<Treatment: Control Diet>]","Cohort 5"
"676","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",140,"Body Weight",38400,"fed","[<Treatment: Control Diet>]","Cohort 5"
"677","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",140,"Body Weight",36540,"fed","[<Treatment: Control Diet>]","Cohort 5"
"678","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",140,"Body Weight",33370,"fed","[<Treatment: Control Diet>]","Cohort 5"
"679","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",140,"Body Weight",33000,"fed","[<Treatment: Control Diet>]","Cohort 5"
"680","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",140,"Body Weight",37300,"fed","[<Treatment: Control Diet>]","Cohort 5"
"681","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",140,"Body Weight",43620,"fed","[<Treatment: Control Diet>]","Cohort 5"
"682","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",140,"Body Weight",36700,"fed","[<Treatment: Control Diet>]","Cohort 5"
"683","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",140,"Body Weight",29900,"fed","[<Treatment: Control Diet>]","Cohort 5"
"684","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",140,"Body Weight",41260,"fed","[<Treatment: Control Diet>]","Cohort 5"
"685","C57BL/6J-EarTag #1",133637,"C57BL/6J","+/+",154,"Body Weight",46330,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"686","C57BL/6J-EarTag #2",133637,"C57BL/6J","+/+",154,"Body Weight",45440,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"687","C57BL/6J-EarTag #3",133637,"C57BL/6J","+/+",154,"Body Weight",48260,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"688","C57BL/6J-EarTag #4",133637,"C57BL/6J","+/+",154,"Body Weight",51230,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"689","C57BL/6J-EarTag #11",133638,"C57BL/6J","+/+",154,"Body Weight",43100,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"690","C57BL/6J-EarTag #12",133638,"C57BL/6J","+/+",154,"Body Weight",46450,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"691","C57BL/6J-EarTag #15",133638,"C57BL/6J","+/+",154,"Body Weight",39200,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"692","C57BL/6J-EarTag #16",133638,"C57BL/6J","+/+",154,"Body Weight",44980,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"693","C57BL/6J-EarTag #22",133635,"C57BL/6J","+/+",154,"Body Weight",47210,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"694","C57BL/6J-EarTag #23",133635,"C57BL/6J","+/+",154,"Body Weight",46300,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"695","C57BL/6J-EarTag #24",133635,"C57BL/6J","+/+",154,"Body Weight",49260,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"696","C57BL/6J-EarTag #25",133635,"C57BL/6J","+/+",154,"Body Weight",45320,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"697","C57BL/6J-EarTag #31",133636,"C57BL/6J","+/+",154,"Body Weight",45030,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"698","C57BL/6J-EarTag #32",133636,"C57BL/6J","+/+",154,"Body Weight",44620,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"699","C57BL/6J-EarTag #33",133636,"C57BL/6J","+/+",154,"Body Weight",37070,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"700","C57BL/6J-EarTag #34",133636,"C57BL/6J","+/+",154,"Body Weight",46110,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"701","C57BL/6J-EarTag #35",133644,"C57BL/6J","+/+",154,"Body Weight",47500,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"702","C57BL/6J-EarTag #36",133644,"C57BL/6J","+/+",154,"Body Weight",43870,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"703","C57BL/6J-EarTag #37",133644,"C57BL/6J","+/+",154,"Body Weight",45270,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"704","C57BL/6J-EarTag #38",133644,"C57BL/6J","+/+",154,"Body Weight",43480,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"705","C57BL/6J-EarTag #39",133644,"C57BL/6J","+/+",154,"Body Weight",47910,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"706","C57BL/6J-EarTag #40",133641,"C57BL/6J","+/+",154,"Body Weight",43170,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"707","C57BL/6J-EarTag #41",133641,"C57BL/6J","+/+",154,"Body Weight",47240,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"708","C57BL/6J-EarTag #42",133641,"C57BL/6J","+/+",154,"Body Weight",49370,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"709","C57BL/6J-EarTag #43",133641,"C57BL/6J","+/+",154,"Body Weight",48890,"fed","[<Treatment: High Fat Diet>]","Cohort 5"
"710","C57BL/6J-EarTag #5",133639,"C57BL/6J","+/+",154,"Body Weight",39980,"fed","[<Treatment: Control Diet>]","Cohort 5"
"711","C57BL/6J-EarTag #6",133639,"C57BL/6J","+/+",154,"Body Weight",37450,"fed","[<Treatment: Control Diet>]","Cohort 5"
"712","C57BL/6J-EarTag #7",133639,"C57BL/6J","+/+",154,"Body Weight",42180,"fed","[<Treatment: Control Diet>]","Cohort 5"
"713","C57BL/6J-EarTag #9",133639,"C57BL/6J","+/+",154,"Body Weight",38910,"fed","[<Treatment: Control Diet>]","Cohort 5"
"714","C57BL/6J-EarTag #10",133639,"C57BL/6J","+/+",154,"Body Weight",40370,"fed","[<Treatment: Control Diet>]","Cohort 5"
"715","C57BL/6J-EarTag #17",133640,"C57BL/6J","+/+",154,"Body Weight",40010,"fed","[<Treatment: Control Diet>]","Cohort 5"
"716","C57BL/6J-EarTag #18",133640,"C57BL/6J","+/+",154,"Body Weight",37410,"fed","[<Treatment: Control Diet>]","Cohort 5"
"717","C57BL/6J-EarTag #19",133640,"C57BL/6J","+/+",154,"Body Weight",41750,"fed","[<Treatment: Control Diet>]","Cohort 5"
"718","C57BL/6J-EarTag #20",133640,"C57BL/6J","+/+",154,"Body Weight",39650,"fed","[<Treatment: Control Diet>]","Cohort 5"
"719","C57BL/6J-EarTag #21",133640,"C57BL/6J","+/+",154,"Body Weight",37340,"fed","[<Treatment: Control Diet>]","Cohort 5"
"720","C57BL/6J-EarTag #26",133642,"C57BL/6J","+/+",154,"Body Weight",35340,"fed","[<Treatment: Control Diet>]","Cohort 5"
"721","C57BL/6J-EarTag #27",133642,"C57BL/6J","+/+",154,"Body Weight",39710,"fed","[<Treatment: Control Diet>]","Cohort 5"
"722","C57BL/6J-EarTag #28",133642,"C57BL/6J","+/+",154,"Body Weight",38000,"fed","[<Treatment: Control Diet>]","Cohort 5"
"723","C57BL/6J-EarTag #29",133642,"C57BL/6J","+/+",154,"Body Weight",34520,"fed","[<Treatment: Control Diet>]","Cohort 5"
"724","C57BL/6J-EarTag #30",133642,"C57BL/6J","+/+",154,"Body Weight",33950,"fed","[<Treatment: Control Diet>]","Cohort 5"
"725","C57BL/6J-EarTag #44",133643,"C57BL/6J","+/+",154,"Body Weight",40020,"fed","[<Treatment: Control Diet>]","Cohort 5"
"726","C57BL/6J-EarTag #45",133643,"C57BL/6J","+/+",154,"Body Weight",47580,"fed","[<Treatment: Control Diet>]","Cohort 5"
"727","C57BL/6J-EarTag #46",133643,"C57BL/6J","+/+",154,"Body Weight",39320,"fed","[<Treatment: Control Diet>]","Cohort 5"
"728","C57BL/6J-EarTag #47",133643,"C57BL/6J","+/+",154,"Body Weight",32810,"fed","[<Treatment: Control Diet>]","Cohort 5"
"729","C57BL/6J-EarTag #48",133643,"C57BL/6J","+/+",154,"Body Weight",44430,"fed","[<Treatment: Control Diet>]","Cohort 5"
"730","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",70,"Body Weight",24570,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"731","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",70,"Body Weight",23780,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"732","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",70,"Body Weight",25750,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"733","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",70,"Body Weight",23360,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"734","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",70,"Body Weight",24310,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"735","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",70,"Body Weight",24810,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"736","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",70,"Body Weight",24770,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
