"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort","Weight","Week"
"588","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",112,"Body Weight",36340,"fed","Control Diet","Cohort 5",36.34,6
"589","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",112,"Body Weight",41530,"fed","Control Diet","Cohort 5",41.53,6
"590","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",112,"Body Weight",34730,"fed","Control Diet","Cohort 5",34.73,6
"591","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",112,"Body Weight",29220,"fed","Control Diet","Cohort 5",29.22,6
"592","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",112,"Body Weight",39910,"fed","Control Diet","Cohort 5",39.91,6
"593","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",126,"Body Weight",38800,"fed","High Fat Diet","Cohort 5",38.8,8
"594","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",126,"Body Weight",38250,"fed","High Fat Diet","Cohort 5",38.25,8
"595","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",126,"Body Weight",43210,"fed","High Fat Diet","Cohort 5",43.21,8
"596","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",126,"Body Weight",48900,"fed","High Fat Diet","Cohort 5",48.9,8
"597","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",126,"Body Weight",40330,"fed","High Fat Diet","Cohort 5",40.33,8
"598","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",126,"Body Weight",40200,"fed","High Fat Diet","Cohort 5",40.2,8
"599","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",126,"Body Weight",35360,"fed","High Fat Diet","Cohort 5",35.36,8
"600","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",126,"Body Weight",39510,"fed","High Fat Diet","Cohort 5",39.51,8
"601","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",126,"Body Weight",44010,"fed","High Fat Diet","Cohort 5",44.01,8
"602","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",126,"Body Weight",41380,"fed","High Fat Diet","Cohort 5",41.38,8
"603","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",126,"Body Weight",45510,"fed","High Fat Diet","Cohort 5",45.51,8
"604","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",126,"Body Weight",40530,"fed","High Fat Diet","Cohort 5",40.53,8
"605","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",126,"Body Weight",38810,"fed","High Fat Diet","Cohort 5",38.81,8
"606","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",126,"Body Weight",39010,"fed","High Fat Diet","Cohort 5",39.01,8
"607","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",126,"Body Weight",34110,"fed","High Fat Diet","Cohort 5",34.11,8
"608","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",126,"Body Weight",39460,"fed","High Fat Diet","Cohort 5",39.46,8
"609","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",126,"Body Weight",42630,"fed","High Fat Diet","Cohort 5",42.63,8
"610","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",126,"Body Weight",39940,"fed","High Fat Diet","Cohort 5",39.94,8
"611","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",126,"Body Weight",40050,"fed","High Fat Diet","Cohort 5",40.05,8
"612","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",126,"Body Weight",38250,"fed","High Fat Diet","Cohort 5",38.25,8
"613","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",126,"Body Weight",43390,"fed","High Fat Diet","Cohort 5",43.39,8
"614","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",126,"Body Weight",38210,"fed","High Fat Diet","Cohort 5",38.21,8
"615","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",126,"Body Weight",41520,"fed","High Fat Diet","Cohort 5",41.52,8
"616","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",126,"Body Weight",44420,"fed","High Fat Diet","Cohort 5",44.42,8
"617","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",126,"Body Weight",45500,"fed","High Fat Diet","Cohort 5",45.5,8
"618","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",126,"Body Weight",36950,"fed","Control Diet","Cohort 5",36.95,8
"619","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",126,"Body Weight",34750,"fed","Control Diet","Cohort 5",34.75,8
"620","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",126,"Body Weight",40650,"fed","Control Diet","Cohort 5",40.65,8
"621","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",126,"Body Weight",36660,"fed","Control Diet","Cohort 5",36.66,8
"622","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",126,"Body Weight",36340,"fed","Control Diet","Cohort 5",36.34,8
"623","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",126,"Body Weight",38450,"fed","Control Diet","Cohort 5",38.45,8
"624","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",126,"Body Weight",35740,"fed","Control Diet","Cohort 5",35.74,8
"625","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",126,"Body Weight",40220,"fed","Control Diet","Cohort 5",40.22,8
"626","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",126,"Body Weight",36920,"fed","Control Diet","Cohort 5",36.92,8
"627","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",126,"Body Weight",35600,"fed","Control Diet","Cohort 5",35.6,8
"628","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",126,"Body Weight",35270,"fed","Control Diet","Cohort 5",35.27,8
"629","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",126,"Body Weight",36210,"fed","Control Diet","Cohort 5",36.21,8
"630","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",126,"Body Weight",35550,"fed","Control Diet","Cohort 5",35.55,8
"631","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",126,"Body Weight",32900,"fed","Control Diet","Cohort 5",32.9,8
"632","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",126,"Body Weight",32010,"fed","Control Diet","Cohort 5",32.01,8
"633","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",126,"Body Weight",37740,"fed","Control Diet","Cohort 5",37.74,8
"634","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",126,"Body Weight",42310,"fed","Control Diet","Cohort 5",42.31,8
"635","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",126,"Body Weight",35940,"fed","Control Diet","Cohort 5",35.94,8
"636","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",126,"Body Weight",31080,"fed","Control Diet","Cohort 5",31.08,8
"637","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",126,"Body Weight",41680,"fed","Control Diet","Cohort 5",41.68,8
"639","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",140,"Body Weight",42180,"fed","High Fat Diet","Cohort 5",42.18,10
"640","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",140,"Body Weight",42020,"fed","High Fat Diet","Cohort 5",42.02,10
"641","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",140,"Body Weight",46770,"fed","High Fat Diet","Cohort 5",46.77,10
"642","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",140,"Body Weight",50340,"fed","High Fat Diet","Cohort 5",50.34,10
"643","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",140,"Body Weight",40280,"fed","High Fat Diet","Cohort 5",40.28,10
"644","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",140,"Body Weight",42310,"fed","High Fat Diet","Cohort 5",42.31,10
"645","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",140,"Body Weight",36310,"fed","High Fat Diet","Cohort 5",36.31,10
"646","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",140,"Body Weight",40770,"fed","High Fat Diet","Cohort 5",40.77,10
"647","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",140,"Body Weight",40770,"fed","High Fat Diet","Cohort 5",40.77,10
"648","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",140,"Body Weight",45910,"fed","High Fat Diet","Cohort 5",45.91,10
"649","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",140,"Body Weight",44790,"fed","High Fat Diet","Cohort 5",44.79,10
"650","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",140,"Body Weight",48210,"fed","High Fat Diet","Cohort 5",48.21,10
"651","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",140,"Body Weight",42670,"fed","High Fat Diet","Cohort 5",42.67,10
"652","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",140,"Body Weight",42000,"fed","High Fat Diet","Cohort 5",42,10
"653","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",140,"Body Weight",41420,"fed","High Fat Diet","Cohort 5",41.42,10
"654","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",140,"Body Weight",36030,"fed","High Fat Diet","Cohort 5",36.03,10
"655","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",140,"Body Weight",42430,"fed","High Fat Diet","Cohort 5",42.43,10
"656","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",140,"Body Weight",45180,"fed","High Fat Diet","Cohort 5",45.18,10
"657","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",140,"Body Weight",42490,"fed","High Fat Diet","Cohort 5",42.49,10
"658","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",140,"Body Weight",43220,"fed","High Fat Diet","Cohort 5",43.22,10
"659","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",140,"Body Weight",40880,"fed","High Fat Diet","Cohort 5",40.88,10
"660","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",140,"Body Weight",45620,"fed","High Fat Diet","Cohort 5",45.62,10
"661","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",140,"Body Weight",40690,"fed","High Fat Diet","Cohort 5",40.69,10
"662","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",140,"Body Weight",44280,"fed","High Fat Diet","Cohort 5",44.28,10
"663","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",140,"Body Weight",47770,"fed","High Fat Diet","Cohort 5",47.77,10
"664","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",140,"Body Weight",47030,"fed","High Fat Diet","Cohort 5",47.03,10
"665","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",140,"Body Weight",37670,"fed","Control Diet","Cohort 5",37.67,10
"666","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",140,"Body Weight",35760,"fed","Control Diet","Cohort 5",35.76,10
"667","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",140,"Body Weight",40880,"fed","Control Diet","Cohort 5",40.88,10
"668","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",140,"Body Weight",37050,"fed","Control Diet","Cohort 5",37.05,10
"669","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",140,"Body Weight",38480,"fed","Control Diet","Cohort 5",38.48,10
"670","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",140,"Body Weight",38210,"fed","Control Diet","Cohort 5",38.21,10
"671","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",140,"Body Weight",35510,"fed","Control Diet","Cohort 5",35.51,10
"672","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",140,"Body Weight",39410,"fed","Control Diet","Cohort 5",39.41,10
"673","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",140,"Body Weight",37230,"fed","Control Diet","Cohort 5",37.23,10
"674","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",140,"Body Weight",35000,"fed","Control Diet","Cohort 5",35,10
"675","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",140,"Body Weight",35110,"fed","Control Diet","Cohort 5",35.11,10
"676","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",140,"Body Weight",38400,"fed","Control Diet","Cohort 5",38.4,10
"677","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",140,"Body Weight",36540,"fed","Control Diet","Cohort 5",36.54,10
"678","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",140,"Body Weight",33370,"fed","Control Diet","Cohort 5",33.37,10
"679","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",140,"Body Weight",33000,"fed","Control Diet","Cohort 5",33,10
"680","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",140,"Body Weight",37300,"fed","Control Diet","Cohort 5",37.3,10
"681","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",140,"Body Weight",43620,"fed","Control Diet","Cohort 5",43.62,10
"682","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",140,"Body Weight",36700,"fed","Control Diet","Cohort 5",36.7,10
"683","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",140,"Body Weight",29900,"fed","Control Diet","Cohort 5",29.9,10
"684","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",140,"Body Weight",41260,"fed","Control Diet","Cohort 5",41.26,10
"685","C57BL/6J-EarTag #1","133637","C57BL/6J","+/+",154,"Body Weight",46330,"fed","High Fat Diet","Cohort 5",46.33,12
"686","C57BL/6J-EarTag #2","133637","C57BL/6J","+/+",154,"Body Weight",45440,"fed","High Fat Diet","Cohort 5",45.44,12
"687","C57BL/6J-EarTag #3","133637","C57BL/6J","+/+",154,"Body Weight",48260,"fed","High Fat Diet","Cohort 5",48.26,12
"688","C57BL/6J-EarTag #4","133637","C57BL/6J","+/+",154,"Body Weight",51230,"fed","High Fat Diet","Cohort 5",51.23,12
"689","C57BL/6J-EarTag #11","133638","C57BL/6J","+/+",154,"Body Weight",43100,"fed","High Fat Diet","Cohort 5",43.1,12
"690","C57BL/6J-EarTag #12","133638","C57BL/6J","+/+",154,"Body Weight",46450,"fed","High Fat Diet","Cohort 5",46.45,12
"691","C57BL/6J-EarTag #15","133638","C57BL/6J","+/+",154,"Body Weight",39200,"fed","High Fat Diet","Cohort 5",39.2,12
"692","C57BL/6J-EarTag #16","133638","C57BL/6J","+/+",154,"Body Weight",44980,"fed","High Fat Diet","Cohort 5",44.98,12
"693","C57BL/6J-EarTag #22","133635","C57BL/6J","+/+",154,"Body Weight",47210,"fed","High Fat Diet","Cohort 5",47.21,12
"694","C57BL/6J-EarTag #23","133635","C57BL/6J","+/+",154,"Body Weight",46300,"fed","High Fat Diet","Cohort 5",46.3,12
"695","C57BL/6J-EarTag #24","133635","C57BL/6J","+/+",154,"Body Weight",49260,"fed","High Fat Diet","Cohort 5",49.26,12
"696","C57BL/6J-EarTag #25","133635","C57BL/6J","+/+",154,"Body Weight",45320,"fed","High Fat Diet","Cohort 5",45.32,12
"697","C57BL/6J-EarTag #31","133636","C57BL/6J","+/+",154,"Body Weight",45030,"fed","High Fat Diet","Cohort 5",45.03,12
"698","C57BL/6J-EarTag #32","133636","C57BL/6J","+/+",154,"Body Weight",44620,"fed","High Fat Diet","Cohort 5",44.62,12
"699","C57BL/6J-EarTag #33","133636","C57BL/6J","+/+",154,"Body Weight",37070,"fed","High Fat Diet","Cohort 5",37.07,12
"700","C57BL/6J-EarTag #34","133636","C57BL/6J","+/+",154,"Body Weight",46110,"fed","High Fat Diet","Cohort 5",46.11,12
"701","C57BL/6J-EarTag #35","133644","C57BL/6J","+/+",154,"Body Weight",47500,"fed","High Fat Diet","Cohort 5",47.5,12
"702","C57BL/6J-EarTag #36","133644","C57BL/6J","+/+",154,"Body Weight",43870,"fed","High Fat Diet","Cohort 5",43.87,12
"703","C57BL/6J-EarTag #37","133644","C57BL/6J","+/+",154,"Body Weight",45270,"fed","High Fat Diet","Cohort 5",45.27,12
"704","C57BL/6J-EarTag #38","133644","C57BL/6J","+/+",154,"Body Weight",43480,"fed","High Fat Diet","Cohort 5",43.48,12
"705","C57BL/6J-EarTag #39","133644","C57BL/6J","+/+",154,"Body Weight",47910,"fed","High Fat Diet","Cohort 5",47.91,12
"706","C57BL/6J-EarTag #40","133641","C57BL/6J","+/+",154,"Body Weight",43170,"fed","High Fat Diet","Cohort 5",43.17,12
"707","C57BL/6J-EarTag #41","133641","C57BL/6J","+/+",154,"Body Weight",47240,"fed","High Fat Diet","Cohort 5",47.24,12
"708","C57BL/6J-EarTag #42","133641","C57BL/6J","+/+",154,"Body Weight",49370,"fed","High Fat Diet","Cohort 5",49.37,12
"709","C57BL/6J-EarTag #43","133641","C57BL/6J","+/+",154,"Body Weight",48890,"fed","High Fat Diet","Cohort 5",48.89,12
"710","C57BL/6J-EarTag #5","133639","C57BL/6J","+/+",154,"Body Weight",39980,"fed","Control Diet","Cohort 5",39.98,12
"711","C57BL/6J-EarTag #6","133639","C57BL/6J","+/+",154,"Body Weight",37450,"fed","Control Diet","Cohort 5",37.45,12
"712","C57BL/6J-EarTag #7","133639","C57BL/6J","+/+",154,"Body Weight",42180,"fed","Control Diet","Cohort 5",42.18,12
"713","C57BL/6J-EarTag #9","133639","C57BL/6J","+/+",154,"Body Weight",38910,"fed","Control Diet","Cohort 5",38.91,12
"714","C57BL/6J-EarTag #10","133639","C57BL/6J","+/+",154,"Body Weight",40370,"fed","Control Diet","Cohort 5",40.37,12
"715","C57BL/6J-EarTag #17","133640","C57BL/6J","+/+",154,"Body Weight",40010,"fed","Control Diet","Cohort 5",40.01,12
"716","C57BL/6J-EarTag #18","133640","C57BL/6J","+/+",154,"Body Weight",37410,"fed","Control Diet","Cohort 5",37.41,12
"717","C57BL/6J-EarTag #19","133640","C57BL/6J","+/+",154,"Body Weight",41750,"fed","Control Diet","Cohort 5",41.75,12
"718","C57BL/6J-EarTag #20","133640","C57BL/6J","+/+",154,"Body Weight",39650,"fed","Control Diet","Cohort 5",39.65,12
"719","C57BL/6J-EarTag #21","133640","C57BL/6J","+/+",154,"Body Weight",37340,"fed","Control Diet","Cohort 5",37.34,12
"720","C57BL/6J-EarTag #26","133642","C57BL/6J","+/+",154,"Body Weight",35340,"fed","Control Diet","Cohort 5",35.34,12
"721","C57BL/6J-EarTag #27","133642","C57BL/6J","+/+",154,"Body Weight",39710,"fed","Control Diet","Cohort 5",39.71,12
"722","C57BL/6J-EarTag #28","133642","C57BL/6J","+/+",154,"Body Weight",38000,"fed","Control Diet","Cohort 5",38,12
"723","C57BL/6J-EarTag #29","133642","C57BL/6J","+/+",154,"Body Weight",34520,"fed","Control Diet","Cohort 5",34.52,12
"724","C57BL/6J-EarTag #30","133642","C57BL/6J","+/+",154,"Body Weight",33950,"fed","Control Diet","Cohort 5",33.95,12
"725","C57BL/6J-EarTag #44","133643","C57BL/6J","+/+",154,"Body Weight",40020,"fed","Control Diet","Cohort 5",40.02,12
"726","C57BL/6J-EarTag #45","133643","C57BL/6J","+/+",154,"Body Weight",47580,"fed","Control Diet","Cohort 5",47.58,12
"727","C57BL/6J-EarTag #46","133643","C57BL/6J","+/+",154,"Body Weight",39320,"fed","Control Diet","Cohort 5",39.32,12
"728","C57BL/6J-EarTag #47","133643","C57BL/6J","+/+",154,"Body Weight",32810,"fed","Control Diet","Cohort 5",32.81,12
"729","C57BL/6J-EarTag #48","133643","C57BL/6J","+/+",154,"Body Weight",44430,"fed","Control Diet","Cohort 5",44.43,12
"730","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",70,"Body Weight",24570,"fed","High Fat Diet","Cohort 6",24.57,0
"731","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",70,"Body Weight",23780,"fed","High Fat Diet","Cohort 6",23.78,0
"732","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",70,"Body Weight",25750,"fed","High Fat Diet","Cohort 6",25.75,0
"733","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",70,"Body Weight",23360,"fed","High Fat Diet","Cohort 6",23.36,0
"734","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",70,"Body Weight",24310,"fed","High Fat Diet","Cohort 6",24.31,0
"735","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",70,"Body Weight",24810,"fed","High Fat Diet","Cohort 6",24.81,0
"736","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",70,"Body Weight",24770,"fed","High Fat Diet","Cohort 6",24.77,0
"737","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",70,"Body Weight",23710,"fed","High Fat Diet","Cohort 6",23.71,0
"738","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",70,"Body Weight",24970,"fed","High Fat Diet","Cohort 6",24.97,0
"739","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",70,"Body Weight",22480,"fed","High Fat Diet","Cohort 6",22.48,0
"740","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",70,"Body Weight",23650,"fed","High Fat Diet","Cohort 6",23.65,0
"741","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",70,"Body Weight",27110,"fed","High Fat Diet","Cohort 6",27.11,0
"742","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",70,"Body Weight",24100,"fed","High Fat Diet","Cohort 6",24.1,0
"743","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",70,"Body Weight",26760,"fed","High Fat Diet","Cohort 6",26.76,0
"744","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",70,"Body Weight",25900,"fed","High Fat Diet","Cohort 6",25.9,0
"745","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",70,"Body Weight",25010,"fed","High Fat Diet","Cohort 6",25.01,0
"746","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",70,"Body Weight",24910,"fed","High Fat Diet","Cohort 6",24.91,0
"747","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",70,"Body Weight",25810,"fed","High Fat Diet","Cohort 6",25.81,0
"748","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",70,"Body Weight",25100,"fed","High Fat Diet","Cohort 6",25.1,0
"749","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",70,"Body Weight",25470,"fed","High Fat Diet","Cohort 6",25.47,0
"750","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",70,"Body Weight",25400,"fed","High Fat Diet","Cohort 6",25.4,0
"751","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",70,"Body Weight",26490,"fed","High Fat Diet","Cohort 6",26.49,0
"752","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",70,"Body Weight",25280,"fed","High Fat Diet","Cohort 6",25.28,0
"753","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",70,"Body Weight",23170,"fed","High Fat Diet","Cohort 6",23.17,0
"754","C57BL/6J-EarTag #183","137767","C57BL/6J","+/+",70,"Body Weight",25180,"fed","Control Diet","Cohort 6",25.18,0
"755","C57BL/6J-EarTag #184","137767","C57BL/6J","+/+",70,"Body Weight",24150,"fed","Control Diet","Cohort 6",24.15,0
"756","C57BL/6J-EarTag #185","137767","C57BL/6J","+/+",70,"Body Weight",25560,"fed","Control Diet","Cohort 6",25.56,0
"757","C57BL/6J-EarTag #186","137767","C57BL/6J","+/+",70,"Body Weight",27100,"fed","Control Diet","Cohort 6",27.1,0
"758","C57BL/6J-EarTag #187","137767","C57BL/6J","+/+",70,"Body Weight",24270,"fed","Control Diet","Cohort 6",24.27,0
"759","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",70,"Body Weight",25120,"fed","Control Diet","Cohort 6",25.12,0
"760","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",70,"Body Weight",26430,"fed","Control Diet","Cohort 6",26.43,0
"761","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",70,"Body Weight",26220,"fed","Control Diet","Cohort 6",26.22,0
"762","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",70,"Body Weight",26580,"fed","Control Diet","Cohort 6",26.58,0
"763","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",70,"Body Weight",27920,"fed","Control Diet","Cohort 6",27.92,0
"764","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",70,"Body Weight",25000,"fed","Control Diet","Cohort 6",25,0
"765","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",70,"Body Weight",27360,"fed","Control Diet","Cohort 6",27.36,0
"766","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",70,"Body Weight",24400,"fed","Control Diet","Cohort 6",24.4,0
"767","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",70,"Body Weight",22180,"fed","Control Diet","Cohort 6",22.18,0
"768","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",70,"Body Weight",26180,"fed","Control Diet","Cohort 6",26.18,0
"769","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",70,"Body Weight",26430,"fed","Control Diet","Cohort 6",26.43,0
"770","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",70,"Body Weight",24870,"fed","Control Diet","Cohort 6",24.87,0
"771","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",70,"Body Weight",24700,"fed","Control Diet","Cohort 6",24.7,0
"772","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",70,"Body Weight",25330,"fed","Control Diet","Cohort 6",25.33,0
"773","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",70,"Body Weight",26060,"fed","Control Diet","Cohort 6",26.06,0
"774","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",86,"Body Weight",28000,"fed","High Fat Diet","Cohort 6",28,2
"775","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",86,"Body Weight",27910,"fed","High Fat Diet","Cohort 6",27.91,2
"776","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",86,"Body Weight",30670,"fed","High Fat Diet","Cohort 6",30.67,2
"777","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",86,"Body Weight",26610,"fed","High Fat Diet","Cohort 6",26.61,2
"778","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",86,"Body Weight",27080,"fed","High Fat Diet","Cohort 6",27.08,2
"779","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",86,"Body Weight",30010,"fed","High Fat Diet","Cohort 6",30.01,2
"780","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",86,"Body Weight",27500,"fed","High Fat Diet","Cohort 6",27.5,2
"781","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",86,"Body Weight",30110,"fed","High Fat Diet","Cohort 6",30.11,2
"782","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",86,"Body Weight",27630,"fed","High Fat Diet","Cohort 6",27.63,2
"783","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",86,"Body Weight",26450,"fed","High Fat Diet","Cohort 6",26.45,2
"784","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",86,"Body Weight",26990,"fed","High Fat Diet","Cohort 6",26.99,2
"785","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",86,"Body Weight",31100,"fed","High Fat Diet","Cohort 6",31.1,2
"786","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",86,"Body Weight",26420,"fed","High Fat Diet","Cohort 6",26.42,2
"787","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",86,"Body Weight",30330,"fed","High Fat Diet","Cohort 6",30.33,2
"788","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",86,"Body Weight",28510,"fed","High Fat Diet","Cohort 6",28.51,2
"789","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",86,"Body Weight",29710,"fed","High Fat Diet","Cohort 6",29.71,2
