"","gene_biotype","external_gene_name","ensembl_gene_id"
"37433","protein_coding","Egfl7","ENSMUSG00000026921"
"37434","lincRNA","4930505K14Rik","ENSMUSG00000085740"
"37435","TEC","Gm37488","ENSMUSG00000104125"
"37436","protein_coding","Pcnxl2","ENSMUSG00000060212"
"37437","lincRNA","Gm15407","ENSMUSG00000087647"
"37438","protein_coding","Tigar","ENSMUSG00000038028"
"37439","protein_coding","Ramp1","ENSMUSG00000034353"
"37440","TEC","Gm37589","ENSMUSG00000104235"
"37441","protein_coding","Aoc2","ENSMUSG00000078651"
"37442","TEC","RP23-3C4.2","ENSMUSG00000106427"
"37443","protein_coding","Tsks","ENSMUSG00000059891"
"37444","antisense","Platr31","ENSMUSG00000097525"
"37445","TEC","RP23-97M20.1","ENSMUSG00000105728"
"37446","protein_coding","Dapl1","ENSMUSG00000026989"
"37447","lincRNA","Gm29337","ENSMUSG00000099848"
"37448","lincRNA","4930579D09Rik","ENSMUSG00000084971"
"37449","protein_coding","Irf4","ENSMUSG00000021356"
"37450","protein_coding","Olfr1051","ENSMUSG00000075193"
"37451","antisense","1700052K11Rik","ENSMUSG00000099681"
"37452","protein_coding","Olfr1052","ENSMUSG00000047149"
"37453","protein_coding","Abcc1","ENSMUSG00000023088"
"37454","protein_coding","Eri3","ENSMUSG00000033423"
"37455","protein_coding","Sh3bgr","ENSMUSG00000040666"
"37456","protein_coding","Ccdc126","ENSMUSG00000050786"
"37457","antisense","A730098A19Rik","ENSMUSG00000100812"
"37458","processed_pseudogene","Gm13552","ENSMUSG00000081157"
"37459","protein_coding","Adgrf1","ENSMUSG00000041293"
"37460","protein_coding","4930433I11Rik","ENSMUSG00000091692"
"37461","protein_coding","Hist1h2ak","ENSMUSG00000063021"
"37462","protein_coding","Ucp2","ENSMUSG00000033685"
"37463","antisense","Gm13594","ENSMUSG00000086881"
"37464","protein_coding","Cfap43","ENSMUSG00000044948"
"37465","protein_coding","1700063H04Rik","ENSMUSG00000040657"
"37466","protein_coding","Trhr2","ENSMUSG00000039079"
"37467","processed_transcript","Gm13759","ENSMUSG00000087234"
"37468","protein_coding","Gm4884","ENSMUSG00000048312"
"37469","protein_coding","Hist1h2bn","ENSMUSG00000095217"
"37470","transcribed_unprocessed_pseudogene","Olfr1192-ps1","ENSMUSG00000081836"
"37471","processed_pseudogene","1700110I07Rik","ENSMUSG00000100732"
"37472","protein_coding","Sdsl","ENSMUSG00000029596"
"37473","processed_pseudogene","Gm12805","ENSMUSG00000083904"
"37474","unprocessed_pseudogene","Gm11392","ENSMUSG00000097931"
"37475","antisense","Gm12781","ENSMUSG00000085923"
"37476","protein_coding","Zfp236","ENSMUSG00000041258"
"37477","protein_coding","Mrgprb2","ENSMUSG00000050425"
"37478","processed_pseudogene","Gm12804","ENSMUSG00000081068"
"37479","processed_pseudogene","Tpi-rs8","ENSMUSG00000083919"
"37480","protein_coding","Btg3","ENSMUSG00000022863"
"37481","unprocessed_pseudogene","Mrgprb9-ps","ENSMUSG00000101362"
"37482","protein_coding","Notch2","ENSMUSG00000027878"
"37483","protein_coding","Serpinb8","ENSMUSG00000026315"
"37484","antisense","Arhgap33os","ENSMUSG00000062132"
"37485","processed_transcript","Gm6556","ENSMUSG00000097806"
"37486","protein_coding","Hps3","ENSMUSG00000027615"
"37487","protein_coding","Snurf","ENSMUSG00000102627"
"37488","protein_coding","Pitx3","ENSMUSG00000025229"
"37489","antisense","Gm26645","ENSMUSG00000097684"
"37490","protein_coding","Morf4l1","ENSMUSG00000062270"
"37491","unprocessed_pseudogene","Gm18353","ENSMUSG00000100250"
"37492","TEC","Gm37171","ENSMUSG00000103179"
"37493","protein_coding","Lce1j","ENSMUSG00000068887"
"37494","protein_coding","Scn7a","ENSMUSG00000034810"
"37495","lincRNA","Bvht","ENSMUSG00000098098"
"37496","protein_coding","Elovl3","ENSMUSG00000038754"
"37497","protein_coding","Cald1","ENSMUSG00000029761"
"37498","protein_coding","Mospd3","ENSMUSG00000037221"
"37499","TEC","Gm10524","ENSMUSG00000097141"
"37500","transcribed_unprocessed_pseudogene","Gm7135","ENSMUSG00000101348"
"37501","protein_coding","Adam30","ENSMUSG00000043468"
"37502","processed_pseudogene","RP23-3C4.5","ENSMUSG00000106486"
"37503","processed_pseudogene","Gm28882","ENSMUSG00000101624"
"37504","protein_coding","Fgfbp3","ENSMUSG00000047632"
"37505","lincRNA","Mir143hg","ENSMUSG00000097324"
"37506","processed_pseudogene","Gm13521","ENSMUSG00000081158"
"37507","processed_pseudogene","Gm13600","ENSMUSG00000081973"
"37508","antisense","Gm38165","ENSMUSG00000102778"
"37509","protein_coding","Wdr64","ENSMUSG00000026523"
"37510","processed_pseudogene","Gm13602","ENSMUSG00000082218"
"37511","protein_coding","Wdr53","ENSMUSG00000022787"
"37512","protein_coding","Ttc4","ENSMUSG00000025413"
"37513","protein_coding","Bend5","ENSMUSG00000028545"
"37514","processed_pseudogene","Gm27156","ENSMUSG00000098335"
"37515","transcribed_processed_pseudogene","2010010A06Rik","ENSMUSG00000102047"
"37516","processed_pseudogene","Gm17895","ENSMUSG00000103549"
"37517","processed_pseudogene","Gm27245","ENSMUSG00000098924"
"37518","processed_transcript","Gm20544","ENSMUSG00000092569"
"37519","TEC","Gm37408","ENSMUSG00000103496"
"37520","processed_pseudogene","Gm37784","ENSMUSG00000102525"
"37521","protein_coding","Slc11a1","ENSMUSG00000026177"
"37522","processed_pseudogene","Gm27155","ENSMUSG00000099239"
"37523","protein_coding","Ptpn13","ENSMUSG00000034573"
"37524","processed_pseudogene","Gm18486","ENSMUSG00000098888"
"37525","processed_pseudogene","Gm12806","ENSMUSG00000081813"
"37526","protein_coding","Olfr418","ENSMUSG00000049605"
"37527","processed_pseudogene","Gm6981","ENSMUSG00000098076"
"37528","protein_coding","Cntn1","ENSMUSG00000055022"
"37529","protein_coding","Ywhaq","ENSMUSG00000076432"
"37530","protein_coding","Otol1","ENSMUSG00000027788"
"37531","lincRNA","4930510E17Rik","ENSMUSG00000032048"
"37532","protein_coding","Mptx2","ENSMUSG00000079180"
"37533","lincRNA","Gm37256","ENSMUSG00000104448"
"37534","antisense","RP24-102B13.3","ENSMUSG00000104580"
"37535","protein_coding","Tfcp2l1","ENSMUSG00000026380"
"37536","protein_coding","Gli3","ENSMUSG00000021318"
"37537","TEC","Gm37685","ENSMUSG00000103024"
"37538","protein_coding","D16Ertd472e","ENSMUSG00000022864"
"37539","processed_pseudogene","RP23-255N3.3","ENSMUSG00000104843"
"37540","protein_coding","Prkrip1","ENSMUSG00000039737"
"37541","protein_coding","Krit1","ENSMUSG00000000600"
"37542","antisense","Gm14547","ENSMUSG00000086834"
"37543","protein_coding","Smad7","ENSMUSG00000025880"
"37544","processed_pseudogene","Gm11349","ENSMUSG00000080840"
"37545","protein_coding","Mettl11b","ENSMUSG00000040113"
"37546","antisense","2010310C07Rik","ENSMUSG00000101268"
"37547","TEC","RP23-121M13.2","ENSMUSG00000104704"
"37548","protein_coding","Col13a1","ENSMUSG00000058806"
"37549","unprocessed_pseudogene","Gm11394","ENSMUSG00000097190"
"37550","protein_coding","Gm1070","ENSMUSG00000073018"
"37551","protein_coding","Hist1h2bg","ENSMUSG00000058385"
"37552","protein_coding","Zdhhc25","ENSMUSG00000054117"
"37553","protein_coding","Clic4","ENSMUSG00000037242"
"37554","protein_coding","Dynll1","ENSMUSG00000009013"
"37555","processed_transcript","Gm15609","ENSMUSG00000086602"
"37556","processed_pseudogene","Gm15595","ENSMUSG00000080767"
"37557","unprocessed_pseudogene","Gm11395","ENSMUSG00000097054"
"37558","protein_coding","Mrap2","ENSMUSG00000042761"
"37559","protein_coding","B3galt5","ENSMUSG00000074892"
"37560","protein_coding","Kctd15","ENSMUSG00000030499"
"37561","unprocessed_pseudogene","Vmn2r-ps94","ENSMUSG00000080317"
"37562","protein_coding","Pcyox1l","ENSMUSG00000024579"
"37563","protein_coding","Hist1h2bf","ENSMUSG00000069268"
"37564","protein_coding","Irf7","ENSMUSG00000025498"
"37565","protein_coding","Lamc3","ENSMUSG00000026840"
"37566","lincRNA","1700034B16Rik","ENSMUSG00000097302"
"37567","protein_coding","Hist1h2ad","ENSMUSG00000071478"
"37568","lincRNA","4930533D04Rik","ENSMUSG00000099491"
"37569","protein_coding","Pcp4","ENSMUSG00000090223"
"37570","TEC","Gm36957","ENSMUSG00000102200"
"37571","protein_coding","Myo6","ENSMUSG00000033577"
"37572","processed_pseudogene","Gm27157","ENSMUSG00000098941"
"37573","protein_coding","Exo5","ENSMUSG00000028629"
"37574","unprocessed_pseudogene","Gm15744","ENSMUSG00000089938"
"37575","antisense","1500015A07Rik","ENSMUSG00000098702"
"37576","protein_coding","Nf1","ENSMUSG00000020716"
"37577","processed_pseudogene","Gm27158","ENSMUSG00000098333"
"37578","protein_coding","Gm15440","ENSMUSG00000051107"
"37579","processed_pseudogene","Rpl31-ps21","ENSMUSG00000096269"
"37580","protein_coding","Pigr","ENSMUSG00000026417"
"37581","processed_pseudogene","Gm12983","ENSMUSG00000087270"
"37582","protein_coding","Hist1h3d","ENSMUSG00000099583"
"37583","processed_pseudogene","RP23-234P16.2","ENSMUSG00000106116"
"37584","lincRNA","Platr3","ENSMUSG00000084762"
"37585","TEC","RP23-234P16.3","ENSMUSG00000106104"
"37586","antisense","Gm12984","ENSMUSG00000085002"
"37587","processed_pseudogene","Gm12982","ENSMUSG00000082833"
"37588","protein_coding","Lepr","ENSMUSG00000057722"
"37589","protein_coding","Etv5","ENSMUSG00000013089"
"37590","protein_coding","Slc8a3","ENSMUSG00000079055"
"37591","protein_coding","Rgsl1","ENSMUSG00000042641"
"37592","protein_coding","Grem1","ENSMUSG00000074934"
"37593","protein_coding","Spag16","ENSMUSG00000053153"
"37594","protein_coding","Cdk11b","ENSMUSG00000029062"
"37595","protein_coding","Agbl4","ENSMUSG00000061298"
"37596","antisense","Gm14019","ENSMUSG00000086913"
"37597","protein_coding","Gsg1","ENSMUSG00000030206"
"37598","protein_coding","Vps33a","ENSMUSG00000029434"
"37599","protein_coding","Nmb","ENSMUSG00000025723"
"37600","processed_pseudogene","Gm21614","ENSMUSG00000098159"
"37601","processed_pseudogene","Gm2343","ENSMUSG00000089700"
"37602","processed_pseudogene","Gm13772","ENSMUSG00000080977"
"37603","protein_coding","Smco1","ENSMUSG00000046345"
"37604","protein_coding","Tinag","ENSMUSG00000032357"
"37605","antisense","Gm3693","ENSMUSG00000098128"
"37606","lincRNA","Gm37073","ENSMUSG00000103686"
"37607","lincRNA","Gm9898","ENSMUSG00000053185"
"37608","processed_pseudogene","Gm34767","ENSMUSG00000103242"
"37609","protein_coding","Lcn5","ENSMUSG00000026937"
"37610","processed_pseudogene","Gm5564","ENSMUSG00000046440"
"37611","lincRNA","Gm30932","ENSMUSG00000103963"
"37612","processed_pseudogene","RP24-255F19.2","ENSMUSG00000104668"
"37613","protein_coding","AU021092","ENSMUSG00000051669"
"37614","protein_coding","Flrt2","ENSMUSG00000047414"
"37615","unprocessed_pseudogene","Gm6473","ENSMUSG00000100261"
"37616","lincRNA","1700060C16Rik","ENSMUSG00000086887"
"37617","protein_coding","Afap1l1","ENSMUSG00000033032"
"37618","TEC","Gm38272","ENSMUSG00000103052"
"37619","protein_coding","Cap2","ENSMUSG00000021373"
"37620","unprocessed_pseudogene","Gm28580","ENSMUSG00000101730"
"37621","TEC","Gm37456","ENSMUSG00000104287"
"37622","processed_pseudogene","Gm5829","ENSMUSG00000101834"
"37623","protein_coding","1700123K08Rik","ENSMUSG00000029526"
"37624","protein_coding","AA415398","ENSMUSG00000087385"
"37625","protein_coding","Me3","ENSMUSG00000030621"
"37626","processed_pseudogene","Gm5256","ENSMUSG00000100319"
"37627","lincRNA","2210420H20Rik","ENSMUSG00000101773"
"37628","protein_coding","Hist1h4d","ENSMUSG00000061482"
"37629","TEC","Gm37217","ENSMUSG00000102689"
"37630","lincRNA","1700095A13Rik","ENSMUSG00000100430"
"37631","processed_pseudogene","RP23-284P20.2","ENSMUSG00000106243"
"37632","unprocessed_pseudogene","Gm16566","ENSMUSG00000089642"
"37633","protein_coding","Cps1","ENSMUSG00000025991"
"37634","protein_coding","P3h2","ENSMUSG00000038168"
"37635","protein_coding","Tmem30a","ENSMUSG00000032328"
"37636","protein_coding","Tshz1","ENSMUSG00000046982"
"37637","TEC","Gm37195","ENSMUSG00000103611"
"37638","protein_coding","Ints8","ENSMUSG00000040738"
"37639","lincRNA","Gm8883","ENSMUSG00000099707"
"37640","lincRNA","Gm15389","ENSMUSG00000086161"
"37641","processed_pseudogene","Gm28924","ENSMUSG00000100382"
"37642","TEC","Gm37216","ENSMUSG00000102951"
"37643","protein_coding","Serpinb6e","ENSMUSG00000069248"
"37644","processed_pseudogene","Gm6621","ENSMUSG00000102447"
"37645","processed_pseudogene","Gm18448","ENSMUSG00000101477"
"37646","protein_coding","Zwint","ENSMUSG00000019923"
"37647","protein_coding","Exph5","ENSMUSG00000034584"
"37648","lincRNA","D830032E09Rik","ENSMUSG00000100457"
"37649","processed_pseudogene","Gm28282","ENSMUSG00000099484"
"37650","protein_coding","Rnf168","ENSMUSG00000014074"
"37651","protein_coding","Serpinb6c","ENSMUSG00000052180"
"37652","protein_coding","Shank3","ENSMUSG00000022623"
"37653","protein_coding","Golim4","ENSMUSG00000034109"
"37654","protein_coding","Zfp407","ENSMUSG00000048410"
"37655","processed_pseudogene","Gm11220","ENSMUSG00000082053"
"37656","antisense","Gm4524","ENSMUSG00000090257"
"37657","processed_pseudogene","Gm11350","ENSMUSG00000082161"
"37658","sense_intronic","AU015336","ENSMUSG00000090203"
"37659","lincRNA","Gm11351","ENSMUSG00000086531"
"37660","TEC","Gm37774","ENSMUSG00000104035"
"37661","processed_pseudogene","Gm11352","ENSMUSG00000084358"
"37662","protein_coding","Smyd1","ENSMUSG00000055027"
"37663","antisense","Gm11274","ENSMUSG00000085331"
"37664","protein_coding","Tm4sf19","ENSMUSG00000079625"
"37665","protein_coding","Pum1","ENSMUSG00000028580"
"37666","protein_coding","Gm13298","ENSMUSG00000094066"
"37667","protein_coding","Arhgap19","ENSMUSG00000025154"
"37668","TEC","Gm37078","ENSMUSG00000102652"
"37669","antisense","Gm10593","ENSMUSG00000095258"
"37670","protein_coding","Prc1","ENSMUSG00000038943"
"37671","processed_pseudogene","Gm37681","ENSMUSG00000103020"
"37672","TEC","Gm21955","ENSMUSG00000102504"
"37673","protein_coding","Chrm3","ENSMUSG00000046159"
"37674","protein_coding","Rps6kc1","ENSMUSG00000089872"
"37675","processed_pseudogene","Gm37585","ENSMUSG00000103113"
"37676","protein_coding","D1Ertd622e","ENSMUSG00000044768"
"37677","protein_coding","8430419L09Rik","ENSMUSG00000030207"
"37678","antisense","Gm26861","ENSMUSG00000097009"
"37679","processed_pseudogene","Gm19024","ENSMUSG00000103641"
"37680","protein_coding","Fgfr1op","ENSMUSG00000069135"
"37681","protein_coding","Sec11a","ENSMUSG00000025724"
"37682","processed_pseudogene","Gm6631","ENSMUSG00000102663"
"37683","protein_coding","Hist1h1b","ENSMUSG00000058773"
"37684","unprocessed_pseudogene","Gm29105","ENSMUSG00000100026"
"37685","transcribed_unprocessed_pseudogene","Gm11398","ENSMUSG00000080741"
"37686","processed_pseudogene","Gm28467","ENSMUSG00000100040"
"37687","unprocessed_pseudogene","Gm37213","ENSMUSG00000104023"
"37688","protein_coding","Asb8","ENSMUSG00000048175"
"37689","protein_coding","Gtf2ird2","ENSMUSG00000015942"
"37690","protein_coding","Hist1h2be","ENSMUSG00000047246"
"37691","processed_pseudogene","Gm16171","ENSMUSG00000081372"
"37692","protein_coding","Rtn1","ENSMUSG00000021087"
"37693","protein_coding","Txndc8","ENSMUSG00000038709"
"37694","antisense","2510046G10Rik","ENSMUSG00000066175"
"37695","protein_coding","Hist1h1e","ENSMUSG00000051627"
"37696","protein_coding","Vps9d1","ENSMUSG00000001062"
"37697","protein_coding","Nucks1","ENSMUSG00000026434"
"37698","protein_coding","Gprasp2","ENSMUSG00000072966"
"37699","TEC","Gm37676","ENSMUSG00000103975"
"37700","protein_coding","Mroh3","ENSMUSG00000087230"
"37701","protein_coding","Aox4","ENSMUSG00000038242"
"37702","TEC","Gm38067","ENSMUSG00000103569"
"37703","processed_pseudogene","1700019M22Rik","ENSMUSG00000059695"
"37704","TEC","Gm37264","ENSMUSG00000102605"
"37705","protein_coding","Alg1","ENSMUSG00000039427"
"37706","protein_coding","Samd7","ENSMUSG00000051860"
"37707","protein_coding","Ccl21a","ENSMUSG00000094686"
"37708","protein_coding","2700097O09Rik","ENSMUSG00000062198"
"37709","antisense","Gm28902","ENSMUSG00000100556"
"37710","processed_pseudogene","Gm20056","ENSMUSG00000103847"
"37711","processed_pseudogene","Gm6546","ENSMUSG00000103369"
"37712","processed_pseudogene","Gm3695","ENSMUSG00000067224"
"37713","processed_transcript","Gm15983","ENSMUSG00000087168"
"37714","protein_coding","4930578G10Rik","ENSMUSG00000054885"
"37715","processed_pseudogene","Gm8599","ENSMUSG00000102666"
"37716","antisense","Gm28370","ENSMUSG00000099478"
"37717","TEC","Gm33142","ENSMUSG00000104484"
"37718","protein_coding","Dbf4","ENSMUSG00000002297"
"37719","protein_coding","Asic4","ENSMUSG00000033007"
"37720","processed_pseudogene","Tpi-rs2","ENSMUSG00000097968"
"37721","protein_coding","Cage1","ENSMUSG00000044566"
"37722","lincRNA","Gm26784","ENSMUSG00000097438"
"37723","protein_coding","Oog4","ENSMUSG00000047799"
"37724","processed_pseudogene","Gm37330","ENSMUSG00000103208"
"37725","protein_coding","Igsf5","ENSMUSG00000000159"
"37726","protein_coding","H1foo","ENSMUSG00000042279"
"37727","lincRNA","Gm22","ENSMUSG00000043903"
"37728","protein_coding","Megf6","ENSMUSG00000057751"
"37729","protein_coding","Ccdc101","ENSMUSG00000030714"
"37730","processed_pseudogene","Gm5702","ENSMUSG00000100041"
"37731","antisense","Gm15969","ENSMUSG00000086766"
"37732","TEC","Gm37727","ENSMUSG00000103228"
"37733","protein_coding","Ptx3","ENSMUSG00000027832"
"37734","protein_coding","Gucy2e","ENSMUSG00000020890"
"37735","protein_coding","Ccl19","ENSMUSG00000071005"
"37736","protein_coding","Resp18","ENSMUSG00000033061"
"37737","protein_coding","Nlrp9a","ENSMUSG00000054102"
"37738","lincRNA","1700092E19Rik","ENSMUSG00000084811"
"37739","TEC","Gm37822","ENSMUSG00000104189"
"37740","protein_coding","Fam166b","ENSMUSG00000042788"
"37741","antisense","9330179D12Rik","ENSMUSG00000097166"
"37742","TEC","Gm37054","ENSMUSG00000102756"
"37743","processed_pseudogene","Gm12390","ENSMUSG00000082008"
"37744","protein_coding","Rrp1b","ENSMUSG00000058392"
"37745","protein_coding","Stxbp1","ENSMUSG00000026797"
"37746","processed_pseudogene","RP24-79B1.3","ENSMUSG00000106477"
"37747","antisense","Gm15759","ENSMUSG00000089822"
"37748","antisense","Gm12395","ENSMUSG00000085910"
"37749","processed_pseudogene","Gm11353","ENSMUSG00000060198"
"37750","TEC","Gm37708","ENSMUSG00000102793"
"37751","lincRNA","RP23-307D8.5","ENSMUSG00000106506"
"37752","protein_coding","Chp2","ENSMUSG00000030865"
"37753","protein_coding","Gm12429","ENSMUSG00000078721"
"37754","TEC","Gm36966","ENSMUSG00000103069"
"37755","protein_coding","Sh2b2","ENSMUSG00000005057"
"37756","processed_pseudogene","Gm12712","ENSMUSG00000081675"
"37757","protein_coding","Hdgfl1","ENSMUSG00000045835"
"37758","protein_coding","Gm12394","ENSMUSG00000078722"
"37759","protein_coding","Fcmr","ENSMUSG00000042474"
"37760","processed_pseudogene","Gm12710","ENSMUSG00000080744"
"37761","protein_coding","Usp17la","ENSMUSG00000054568"
"37762","protein_coding","Eef2kmt","ENSMUSG00000022544"
"37763","processed_pseudogene","Gm28591","ENSMUSG00000102006"
"37764","unprocessed_pseudogene","Olfr680-ps1","ENSMUSG00000041885"
"37765","protein_coding","Ccnd2","ENSMUSG00000000184"
"37766","processed_pseudogene","Gm4753","ENSMUSG00000101333"
"37767","protein_coding","Ube3a","ENSMUSG00000025326"
"37768","antisense","Gm28609","ENSMUSG00000101102"
"37769","protein_coding","Adgrf3","ENSMUSG00000067642"
"37770","protein_coding","Sult1a1","ENSMUSG00000030711"
"37771","lincRNA","Gm13598","ENSMUSG00000086908"
"37772","protein_coding","Pdzd11","ENSMUSG00000015668"
"37773","lincRNA","Gm1322","ENSMUSG00000075314"
"37774","protein_coding","Cftr","ENSMUSG00000041301"
"37775","protein_coding","Veph1","ENSMUSG00000027831"
"37776","protein_coding","Ube2g1","ENSMUSG00000020794"
"37777","antisense","Gm13522","ENSMUSG00000086447"
"37778","processed_transcript","2310014F06Rik","ENSMUSG00000085945"
"37779","protein_coding","Gm8879","ENSMUSG00000094025"
"37780","lincRNA","B130011K05Rik","ENSMUSG00000085113"
"37781","antisense","Gm13599","ENSMUSG00000087043"
"37782","protein_coding","4922502D21Rik","ENSMUSG00000047720"
"37783","processed_pseudogene","Gm12287","ENSMUSG00000082256"
"37784","protein_coding","Aox2","ENSMUSG00000079554"
"37785","processed_pseudogene","RP23-255N3.4","ENSMUSG00000104584"
"37786","IG_V_pseudogene","RP23-255N3.6","ENSMUSG00000106401"
"37787","protein_coding","St13","ENSMUSG00000022403"
"37788","protein_coding","Trip12","ENSMUSG00000026219"
"37789","protein_coding","Bola2","ENSMUSG00000047721"
"37790","protein_coding","Usp35","ENSMUSG00000035713"
"37791","IG_V_gene","Igkv4-68","ENSMUSG00000076549"
"37792","protein_coding","Ube2l6","ENSMUSG00000027078"
"37793","protein_coding","Sept8","ENSMUSG00000018398"
"37794","protein_coding","Ints3","ENSMUSG00000027933"
"37795","lincRNA","Gm28818","ENSMUSG00000101211"
"37796","antisense","Gm15592","ENSMUSG00000087389"
"37797","transcribed_unprocessed_pseudogene","Gm6939","ENSMUSG00000082922"
"37798","processed_pseudogene","Gm19027","ENSMUSG00000099562"
"37799","protein_coding","Clec12a","ENSMUSG00000053063"
"37800","IG_V_pseudogene","Igkv12-67","ENSMUSG00000104697"
"37801","protein_coding","Mrgprb3","ENSMUSG00000070546"
"37802","protein_coding","Kif4","ENSMUSG00000034311"
"37803","protein_coding","Pik3c2b","ENSMUSG00000026447"
"37804","protein_coding","Lin37","ENSMUSG00000036845"
"37805","protein_coding","Klhdc4","ENSMUSG00000040263"
"37806","protein_coding","Arl5a","ENSMUSG00000036093"
"37807","protein_coding","Spata7","ENSMUSG00000021007"
"37808","protein_coding","Olfr287","ENSMUSG00000090129"
"37809","protein_coding","Slx1b","ENSMUSG00000059772"
"37810","protein_coding","Ccnl2","ENSMUSG00000029068"
"37811","protein_coding","Tnip2","ENSMUSG00000059866"
"37812","processed_pseudogene","Gm14469","ENSMUSG00000080984"
"37813","TEC","Gm37920","ENSMUSG00000102488"
"37814","protein_coding","Rimklb","ENSMUSG00000040649"
"37815","processed_pseudogene","Gm14466","ENSMUSG00000083950"
"37816","processed_pseudogene","RP23-422N18.1","ENSMUSG00000105395"
"37817","protein_coding","Kifap3","ENSMUSG00000026585"
"37818","protein_coding","Fgfr1","ENSMUSG00000031565"
"37819","TEC","Gm37004","ENSMUSG00000102286"
"37820","protein_coding","Lce1k","ENSMUSG00000095870"
"37821","processed_pseudogene","Gm8430","ENSMUSG00000055093"
"37822","TEC","1700016A09Rik","ENSMUSG00000102737"
"37823","protein_coding","Olfr288","ENSMUSG00000075427"
"37824","lincRNA","RP23-307D8.7","ENSMUSG00000104982"
"37825","protein_coding","Slc35e2","ENSMUSG00000042202"
"37826","unprocessed_pseudogene","Vmn1r-ps25","ENSMUSG00000100128"
"37827","protein_coding","Heg1","ENSMUSG00000075254"
"37828","protein_coding","Tcp10b","ENSMUSG00000055602"
"37829","protein_coding","Vmn1r40","ENSMUSG00000096051"
"37830","protein_coding","Gm5861","ENSMUSG00000095918"
"37831","protein_coding","Tmem144","ENSMUSG00000027956"
"37832","protein_coding","Smtnl1","ENSMUSG00000027077"
"37833","protein_coding","Vmn1r41","ENSMUSG00000094586"
"37834","processed_pseudogene","RP23-92D22.3","ENSMUSG00000105705"
"37835","protein_coding","Grid2","ENSMUSG00000071424"
"37836","unprocessed_pseudogene","Vmn1r-ps26","ENSMUSG00000092311"
"37837","processed_pseudogene","Gm14465","ENSMUSG00000083691"
"37838","protein_coding","Prmt2","ENSMUSG00000020230"
"37839","unprocessed_pseudogene","Vmn1r-ps27","ENSMUSG00000092237"
"37840","protein_coding","Rnf167","ENSMUSG00000040746"
"37841","processed_pseudogene","Gm13132","ENSMUSG00000081276"
"37842","protein_coding","Vmn1r42","ENSMUSG00000068232"
"37843","protein_coding","Gm3646","ENSMUSG00000091937"
"37844","processed_pseudogene","Gm36973","ENSMUSG00000104307"
"37845","antisense","Gm15657","ENSMUSG00000090214"
"37846","TEC","Gm37738","ENSMUSG00000104503"
"37847","protein_coding","Prom1","ENSMUSG00000029086"
"37848","protein_coding","Map3k10","ENSMUSG00000040390"
"37849","TEC","WI1-49P9.1","ENSMUSG00000105627"
"37850","TEC","Gm38374","ENSMUSG00000103505"
"37851","protein_coding","Itgb2l","ENSMUSG00000000157"
"37852","lincRNA","WI1-49P9.2","ENSMUSG00000106334"
"37853","protein_coding","Aqp1","ENSMUSG00000004655"
"37854","protein_coding","Tmem80","ENSMUSG00000025505"
"37855","protein_coding","Foxj3","ENSMUSG00000032998"
"37856","lincRNA","Rprl1","ENSMUSG00000106222"
"37857","unprocessed_pseudogene","Gm28061","ENSMUSG00000102113"
"37858","protein_coding","Sema4d","ENSMUSG00000021451"
"37859","protein_coding","Gyltl1b","ENSMUSG00000040434"
"37860","protein_coding","Olfr456","ENSMUSG00000090631"
"37861","lincRNA","1700066B17Rik","ENSMUSG00000101634"
"37862","processed_pseudogene","Gm17230","ENSMUSG00000091730"
"37863","protein_coding","Olfr455","ENSMUSG00000071494"
"37864","processed_pseudogene","Gm17229","ENSMUSG00000092051"
"37865","processed_transcript","4930403O15Rik","ENSMUSG00000068638"
"37866","protein_coding","Creg1","ENSMUSG00000040713"
"37867","protein_coding","Fga","ENSMUSG00000028001"
"37868","IG_V_pseudogene","Igkv12-66","ENSMUSG00000105110"
"37869","protein_coding","Hspb6","ENSMUSG00000036854"
"37870","protein_coding","Kcnj13","ENSMUSG00000079436"
"37871","processed_pseudogene","Gm37493","ENSMUSG00000102218"
"37872","lincRNA","Gm37933","ENSMUSG00000103408"
"37873","protein_coding","Hist1h3i","ENSMUSG00000101972"
"37874","protein_coding","Myl2","ENSMUSG00000013936"
"37875","processed_pseudogene","Gm38305","ENSMUSG00000103396"
"37876","protein_coding","Fam221a","ENSMUSG00000047115"
"37877","protein_coding","Muc13","ENSMUSG00000022824"
"37878","protein_coding","Chodl","ENSMUSG00000022860"
"37879","protein_coding","Tcaf3","ENSMUSG00000018656"
"37880","protein_coding","C78339","ENSMUSG00000069237"
"37881","IG_V_gene","Igkv1-132","ENSMUSG00000096580"
"37882","protein_coding","Arl8a","ENSMUSG00000026426"
"37883","protein_coding","Hist1h2an","ENSMUSG00000069309"
"37884","processed_pseudogene","Gm26956","ENSMUSG00000098110"
"37885","lincRNA","1700009C05Rik","ENSMUSG00000101404"
"37886","antisense","Gm15445","ENSMUSG00000085311"
"37887","lincRNA","Gm36972","ENSMUSG00000104306"
"37888","IG_V_pseudogene","Igkv4-65","ENSMUSG00000105883"
"37889","protein_coding","Cldn1","ENSMUSG00000022512"
"37890","protein_coding","Slc25a11","ENSMUSG00000014606"
"37891","protein_coding","Hist1h2bp","ENSMUSG00000069308"
"37892","protein_coding","Cbfa2t3","ENSMUSG00000006362"
"37893","IG_V_pseudogene","Igkv13-64","ENSMUSG00000105747"
"37894","antisense","Gm15658","ENSMUSG00000085550"
